CD_MUN,NM_MUN,latitude,longitude,CD_UF,NM_UF,SIGLA_UF,CD_REGIAO,NM_REGIAO,SIGLA_RG,AREA_KM2
5300108,Brasília,-15.781194310025207,-47.796739625253196,53,Distrito Federal,DF,5,Centro-oeste,CO,5760.785
